ID	Name	Category	Type	Components	Marinobacter_sp_ES_048	Marinobacter_adhaerens_HP15	Marinobacter_adhaerens_strain_PBVC038	Marinobacter_algicola_DG893	Marinobacter_antarcticus_CGMCC1_10835	Marinobacter_aromaticivorans_strain_D15_8P	Marinobacter_daepoensis_DSM_16072	Marinobacter_dagiaonensis_CGMCC_1_9167	Marinobacter_sp_EN3	Marinobacter_sp_ES_1	Marinobacter_sp_EVN1	Marinobacter_excellens_HL_55	Marinobacter_excellens_LAMA_842	Marinobacter_flavimaris	Marinobacter_guaonensis_CGCC_1_6294	Marinobacter_guineae_strain_M3B	Marinobacter_hydrocarbonoclasticus_ASM1536	Marinobacter_hydrocarbonoclasticus_ATCC_49840	Marinobacter_hydrocarbonoclasticus_STW2	Marinobacter_lipoliticus_BF04_CF_4	Marinobacter_lipolyticus_SM19	Marinobacter_lutaoensis_T5054	Marinobacter_sp_LV10R510_8	Marinobacter_manganoxydans_MnI7_9	Marinobacter_mobilis_GCMCC_1_7059	Marinobacter_nanhaiticus_D15_8W	Marinobacter_nitrareduscens_AK21	Marinobacter_pelagius_CGMCC_1_6775	Marinobacter_persicus_IBRC_M_10445	Marinobacter_psychrophilus_20041	Marinobacter_salarius_SMR5	Marinobacter_salexigens_strain_HJR7	Marinobacter_salinus_Hb8	Marinobacter_santoriniensis_NKSG1	Marinobacter_segnicrescens_CGMCC_1_6489	Marinobacter_sp_AC_23	Marinobacter_sp_ANT_B65	Marinobacter_sp_BSs20148	Marinobacter_sp_C18	Marinobacter_sp_C1S70	Marinobacter_sp_CP1	Marinobacter_sp_CPC8	Marinobacter_sp_DG879	Marinobacter_sp_DSM_26291	Marinobacter_sp_DSM_26671	Marinobacter_sp_EhC06	Marinobacter_sp_EhN04	Marinobacter_sp_ELB17	Marinobacter_sp_ES_042	Marinobacter_sp_FDB33	Marinobacter_sp_IN6	Marinobacter_sp_LQ44	Marinobacter_sp_LV10MA510_1	Marinobacter_sp_LV10R510_11A	Marinobacter_sp_LV10R520_4	Marinobacter_sp_LVR2A5A20	Marinobacter_sp_MCTG268	Marinobacter_sp_N4	Marinobacter_sp_P4B1	Marinobacter_sp_PWS21	Marinobacter_zhejiangensis_CGMCC_1_7061
M00537	Xylene_degradation_xylene_=>_methylbenzoate	Aromatics_degradation	Pathway	3	0	0	0	0	0	33.3	33.3	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	33.3	0	0	0	33.3	0	33.3	0	0	0	0	33.3	0	33.3	33.3	33.3	0	0	33.3	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0
M00419	Cymene_degradation_p-cymene_=>_p-cumate	Aromatics_degradation	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00547	Benzene/toluene_degradation_benzene_=>_catechol_/_toluene_=>_3-methylcatechol	Aromatics_degradation	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00548	Benzene_degradation_benzene_=>_catechol	Aromatics_degradation	Pathway	1	100	100	100	100	0	100	0	0	0	0	0	100	100	0	0	100	0	0	0	0	0	0	0	0	100	0	0	100	100	0	100	100	100	0	0	0	0	0	100	0	0	100	100	100	100	100	100	0	0	0	0	100	100	0	0	0	100	100	0	0	100
M00551	Benzoate_degradation_benzoate_=>_catechol_/_methylbenzoate_=>_methylcatechol	Aromatics_degradation	Pathway	2	0	100	100	100	0	0	0	0	0	100	100	0	100	100	0	0	0	100	0	0	0	100	0	50	0	0	0	0	0	100	100	0	0	0	0	100	0	0	100	0	100	0	100	100	0	0	0	100	0	100	0	0	0	0	0	0	0	0	100	100	0
M00637	Anthranilate_degradation_anthranilate_=>_catechol	Aromatics_degradation	Pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00568	Catechol_ortho-cleavage_catechol_=>_3-oxoadipate	Aromatics_degradation	Pathway	4	0	0	0	100	0	0	0	0	0	100	100	0	0	100	0	0	0	100	0	0	0	100	100	0	0	0	0	0	0	100	0	0	0	0	0	100	0	25	100	0	100	0	100	100	0	0	0	100	0	100	0	0	25	0	25	25	0	0	100	100	0
M00569	Catechol_meta-cleavage_catechol_=>_acetyl-CoA_/_4-methylcatechol_=>_propanoyl-CoA	Aromatics_degradation	Pathway	5..7	100	100	100	100	0	100	60	14.3	0	0	0	100	100	0	0	100	14.3	20	85.7	0	85.7	0	0	85.7	100	14.3	14.3	85.7	100	20	100	100	100	0	28.6	0	20	14.3	100	0	0	100	100	100	100	100	100	0	0	20	0	100	100	0	0	14.3	100	100	60	14.3	85.7
M00539	Cumate_degradation_p-cumate_=>_2-oxopent-4-enoate_+_2-methylpropanoate	Aromatics_degradation	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00543	Biphenyl_degradation_biphenyl_=>_2-oxopent-4-enoate_+_benzoate	Aromatics_degradation	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00544	Carbazole_degradation_carbazole_=>_2-oxopent-4-enoate_+_anthranilate	Aromatics_degradation	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00418	Toluene_degradation_anaerobic_toluene_=>_benzoyl-CoA	Aromatics_degradation	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00541	Benzoyl-CoA_degradation_benzoyl-CoA_=>_3-hydroxypimeloyl-CoA	Aromatics_degradation	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00540	Benzoate_degradation_cyclohexanecarboxylic_acid_=>pimeloyl-CoA	Aromatics_degradation	Pathway	5	80	60	60	0	60	60	0	0	0	0	0	0	0	60	0	60	0	0	0	0	0	60	0	60	0	0	0	60	0	0	0	0	60	60	0	0	0	0	60	0	60	0	60	0	0	60	60	0	40	80	60	0	0	0	0	0	0	60	0	60	0
M00534	Naphthalene_degradation_naphthalene_=>_salicylate	Aromatics_degradation	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00638	Salicylate_degradation_salicylate_=>_gentisate	Aromatics_degradation	Pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00624	Terephthalate_degradation_terephthalate_=>_3_4-dihydroxybenzoate	Aromatics_degradation	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00623	Phthalate_degradation_phthalate_=>_protocatechuate	Aromatics_degradation	Pathway	3	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00636	Phthalate_degradation_phthalate_=>_protocatechuate	Aromatics_degradation	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00810	Nicotine_degradation_pyridine_pathway_nicotine_=>_2_6-dihydroxypyridine/succinate_semialdehyde	Aromatics_degradation	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00811	Nicotine_degradation_pyrrolidine_pathway_nicotine_=>_succinate_semialdehyde	Aromatics_degradation	Pathway	1..5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00039	Monolignol_biosynthesis_phenylalanine/tyrosine_=>_monolignol	Biosynthesis_of_secondary_metabolites	Pathway	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00137	Flavanone_biosynthesis_phenylalanine_=>_naringenin	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00138	Flavonoid_biosynthesis_naringenin_=>_pelargonidin	Biosynthesis_of_secondary_metabolites	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00369	Cyanogenic_glycoside_biosynthesis_tyrosine_=>_dhurrin	Biosynthesis_of_secondary_metabolites	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00370	Glucosinolate_biosynthesis_tryptophan_=>_glucobrassicin	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00661	Paspaline_biosynthesis_geranylgeranyl-PP_+_indoleglycerol_phosphate_=>_paspaline	Biosynthesis_of_secondary_metabolites	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00672	Penicillin_biosynthesis_aminoadipate_+_cycteine_+_valine_=>_penicillin	Biosynthesis_of_secondary_metabolites	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00673	Cephamycin_C_biosynthesis_aminoadipate_+_cycteine_+_valine_=>_cephamycin_C	Biosynthesis_of_secondary_metabolites	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00675	Carbapenem-3-carboxylate_biosynthesis_pyrroline-5-carboxylate_+_malonyl-CoA_=>_carbapenem-3-carboxylate	Biosynthesis_of_secondary_metabolites	Pathway	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00736	Nocardicin_A_biosynthesis_L-pHPG_+_arginine_+_serine_=>_nocardicin_A	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00674	Clavaminate_biosynthesis_arginine_+_glyceraldehyde-3P_=>_clavaminate	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00773	Tylosin_biosynthesis_methylmalonyl-CoA_+_malonyl-CoA_=>_tylactone_=>_tylosin	Biosynthesis_of_secondary_metabolites	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00774	Erythromycin_biosynthesis_propanoyl-CoA_+_methylmalonyl-CoA_=>_deoxyerythronolide_B_=>_erythromycin_A/B	Biosynthesis_of_secondary_metabolites	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00775	Oleandomycin_biosynthesis_malonyl-CoA_+_methylmalonyl-CoA_=>_8_8a-deoxyoleandolide_=>_oleandomycin	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00776	Pikromycin/methymycin/neomethymycin_biosynthesis_methylmalonyl-CoA_+_malonyl-CoA_=>_narbonolide/10-deoxymethynolide_=>_pikromycin/methymycin/neomethymycin	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00777	Avermectin_biosynthesis_2-methylbutanoyl-CoA/isobutyryl-CoA_=>_6_8a-Seco-6_8a-deoxy-5-oxoavermectin_1a/1b_aglycone_=>_avermectin_A1a/B1a/A1b/B1b	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00778	Type_II_polyketide_backbone_biosynthesis_acyl-CoA_+_malonyl-CoA_=>_polyketide	Biosynthesis_of_secondary_metabolites	Pathway	2..3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00779	Dihydrokalafungin_biosynthesis_octaketide_=>_dihydrokalafungin	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00780	Tetracycline/oxytetracycline_biosynthesis_pretetramide_=>_tetracycline/oxytetracycline	Biosynthesis_of_secondary_metabolites	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00781	Nogalavinone/aklavinone_biosynthesis_deoxynogalonate/deoxyaklanonate_=>_nogalavinone/aklavinone	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00782	Mithramycin_biosynthesis_4-demethylpremithramycinone_=>_mithramycin	Biosynthesis_of_secondary_metabolites	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00783	Tetracenomycin_C/8-demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_=>_tetracenomycin_C/8-demethyltetracenomycin_C	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00784	Elloramycin_biosynthesis_8-demethyltetracenomycin_C_=>_elloramycin_A	Biosynthesis_of_secondary_metabolites	Pathway	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_+_proline_=>_fumitremorgin_C/A	Biosynthesis_of_secondary_metabolites	Pathway	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00789	Rebeccamycin_biosynthesis_tryptophan_=>_rebeccamycin	Biosynthesis_of_secondary_metabolites	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00790	Pyrrolnitrin_biosynthesis_tryptophan_=>_pyrrolnitrin	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00805	Staurosporine_biosynthesis_tryptophan_=>_staurosporine	Biosynthesis_of_secondary_metabolites	Pathway	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00808	Violacein_biosynthesis_tryptophan_=>_violacein	Biosynthesis_of_secondary_metabolites	Pathway	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00814	Acarbose_biosynthesis_sedoheptulopyranose-7P_=>_acarbose	Biosynthesis_of_secondary_metabolites	Pathway	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00815	Validamycin_A_biosynthesis_sedoheptulopyranose-7P_=>_validamycin_A	Biosynthesis_of_secondary_metabolites	Pathway	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00785	Cycloserine_biosynthesis_arginine/serine_=>_cycloserine	Biosynthesis_of_secondary_metabolites	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00787	Bacilysin_biosynthesis_prephenate_=>_bacilysin	Biosynthesis_of_secondary_metabolites	Pathway	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00788	Terpentecin_biosynthesis_GGAP_=>_terpentecin	Biosynthesis_of_secondary_metabolites	Pathway	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00819	Pentalenolactone_biosynthesis_farnesyl-PP_=>_pentalenolactone	Biosynthesis_of_secondary_metabolites	Pathway	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00161	Photosystem_II	Photosynthesis	Complex	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00163	Photosystem_I	Photosynthesis	Complex	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00597	Anoxygenic_photosystem_II	Photosynthesis	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598	Anoxygenic_photosystem_I	Photosynthesis	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00144	NADH:quinone_oxidoreductase_prokaryotes	ATP_synthesis	Complex	11..14	0	0	0	100	0	100	0	100	0	0	0	0	0	100	100	100	0	0	0	0	100	0	100	100	0	100	0	0	0	0	100	0	0	100	100	100	0	0	100	0	25	100	41.7	100	100	100	100	100	0	41.7	0	0	100	100	100	100	100	0	0	41.7	0
M00145	NAD(P)H:quinone_oxidoreductase_chloroplasts_and_cyanobacteria	ATP_synthesis	Complex	11	9.1	9.1	9.1	0	9.1	18.2	0	18.2	9.1	0	9.1	9.1	9.1	18.2	9.1	9.1	9.1	9.1	9.1	9.1	0	9.1	9.1	18.2	0	0	9.1	9.1	9.1	9.1	0	0	9.1	9.1	18.2	0	0	9.1	0	9.1	18.2	0	18.2	0	18.2	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	9.1	0	9.1	0	9.1	0
M00142	NADH:ubiquinone_oxidoreductase_mitochondria	ATP_synthesis	Complex	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00143	NADH_dehydrogenase_(ubiquinone)_Fe-S_protein/flavoprotein_complex_mitochondria	ATP_synthesis	Complex	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00146	NADH_dehydrogenase_(ubiquinone)_1_alpha_subcomplex	ATP_synthesis	Complex	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00147	NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex	ATP_synthesis	Complex	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00149	Succinate_dehydrogenase_prokaryotes	ATP_synthesis	Complex	4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00150	Fumarate_reductase_prokaryotes	ATP_synthesis	Complex	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00148	Succinate_dehydrogenase_(ubiquinone)	ATP_synthesis	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00162	Cytochrome_b6f_complex	ATP_synthesis	Complex	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
